,customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5776,4291-TPNFG,1,0,1,0,72,1,2,0,2,2,2,2,0,2,2,1,0,82.3,5980.55,0
3618,3209-ZPKFI,1,0,1,1,47,1,2,0,0,2,0,0,0,0,0,0,2,54.25,2538.2,0
1062,1730-VFMWO,0,0,1,0,34,1,0,0,0,0,0,2,0,0,0,0,0,50.2,1815.3,0
3811,3620-MWJNE,1,0,0,0,2,1,0,0,2,0,0,2,0,0,0,1,3,54.45,87.3,0
5308,9110-HSGTV,0,0,0,0,69,1,0,0,2,0,2,2,2,2,2,1,1,82.45,5555.3,0
6517,9332-GYWLO,0,0,1,1,6,1,0,0,0,0,0,0,2,0,0,0,2,54.85,355.1,0
516,3482-ABPKK,0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,1546.3,0
5144,1078-TDCRN,0,1,1,0,3,0,1,0,0,2,0,0,0,0,0,1,2,30.75,82.85,0
3981,1200-TUZHR,0,1,0,0,8,1,2,1,0,0,0,0,0,2,0,0,2,85.2,695.75,0
6467,9494-MRNYX,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,786.3,0
1773,2007-QVGAW,0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,1,0,19.35,1292.65,0
745,2499-AJYUA,0,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,1,110.8,7882.25,0
938,2692-AQCPF,0,0,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,108.05,7118.9,0
1912,0129-QMPDR,1,0,1,1,44,1,0,2,1,1,1,1,1,1,1,1,0,20.5,865.05,0
343,9639-BUJXT,1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,1328.15,0
6931,2371-KFUOG,1,0,0,0,58,1,0,1,2,2,0,0,2,2,1,0,0,99.15,5720.95,0
5595,2308-STERM,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,61.05,0
6747,5245-VDBUR,0,0,1,0,52,0,1,0,2,0,2,0,0,0,1,0,3,35.45,1958.95,0
3051,5117-ZSMHQ,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,0,89.9,6342.7,0
768,8728-SKJLR,1,0,0,0,41,1,0,1,0,0,0,2,0,0,0,1,2,74.25,3089.1,0
4718,3556-BVQGL,0,0,1,0,20,1,0,2,1,1,1,1,1,1,1,1,3,20.0,416.45,0
5648,4291-HYEBC,0,1,1,1,28,0,1,0,0,2,0,0,0,2,1,1,2,39.1,1096.6,0
1004,7047-YXDMZ,1,0,0,0,21,1,0,2,1,1,1,1,1,1,0,0,3,20.0,417.7,0
952,8467-WYNSR,1,0,0,0,22,1,0,0,2,0,0,2,0,0,0,0,3,55.1,1253.15,0
5665,6345-HOVES,1,0,0,0,34,0,1,0,0,0,0,0,0,0,0,1,0,25.05,852.7,0
2595,1265-BCFEO,0,0,1,0,71,1,2,0,0,0,2,2,2,2,2,1,0,80.45,5662.25,0
127,6734-PSBAW,1,0,1,0,72,1,2,2,1,1,1,1,1,1,2,1,0,23.55,1723.95,0
11,7469-LKBCI,1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,1,18.95,326.8,0
1586,3766-EJLFL,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,7508.55,0
5978,0239-OXEXL,0,0,0,0,46,1,2,1,2,2,0,0,0,0,0,0,3,84.25,3847.6,0
3777,4742-TXUEX,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,0,0,19.3,890.5,0
519,7531-GQHME,1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,265.45,0
3903,5206-XZZQI,1,0,0,0,53,1,0,1,0,2,0,2,0,0,0,1,3,80.6,4348.1,0
2957,2674-MIAHT,0,0,0,0,4,1,2,1,0,2,0,0,0,0,0,1,3,80.3,324.2,0
6421,2999-AANRQ,0,0,0,0,21,1,0,0,2,2,0,2,2,0,2,0,1,71.05,1524.85,0
4068,3423-HHXAO,0,0,1,1,14,1,0,2,1,1,1,1,1,1,1,1,3,19.5,272.0,0
5366,8232-CTLKO,0,0,1,1,66,1,0,0,2,0,0,0,2,0,2,1,2,59.75,3996.8,0
719,6952-OMNWB,1,1,1,0,68,1,2,1,0,0,2,0,0,0,0,1,1,80.35,5589.3,0
4685,0345-XMMUG,0,0,1,0,46,1,2,1,0,2,2,2,2,2,2,1,1,108.9,4854.3,0
956,3261-CQXOL,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,0,25.45,1813.35,0
1523,9327-QSDED,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0
3327,9494-BDNNC,1,0,1,0,66,1,2,1,0,2,2,0,0,2,1,0,2,95.3,6273.4,0
5459,2657-VPXTA,0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,88.85,929.45,0
4050,2675-DHUTR,1,1,1,0,58,1,2,1,0,2,0,0,2,2,0,1,2,98.9,5780.7,0
1476,5067-DGXLL,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,0
616,6464-KEXXH,1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,186.3,0
6055,6599-SFQVE,0,0,0,0,6,1,0,0,0,0,0,0,0,2,0,1,2,55.0,340.4,0
788,0810-BDHAW,0,0,1,1,24,1,2,0,2,2,0,0,2,2,1,0,2,78.4,1832.4,0
2374,9101-NTIXF,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.4,50.6,0
4635,9068-FHQHD,0,0,1,1,40,1,0,2,1,1,1,1,1,1,2,0,0,20.15,777.35,0
2593,0962-CQPWQ,0,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,0,20.3,1296.15,0
6481,9389-ACWBI,0,0,1,1,5,1,0,1,0,0,0,0,0,0,0,0,1,69.95,320.4,0
5002,0567-XRHCU,0,0,1,1,69,0,1,0,2,0,2,0,0,2,2,1,1,43.95,2960.1,0
2009,7639-OPLNG,1,0,1,1,70,1,2,0,2,2,2,2,2,0,2,1,0,79.25,5731.85,0
5029,1848-LBZHY,0,0,1,0,7,1,0,0,2,0,0,0,0,0,0,1,0,50.3,355.1,0
219,6496-JDSSB,0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6,0
5442,2481-SBOYW,0,0,0,1,61,1,2,2,1,1,1,1,1,1,2,1,1,25.0,1498.35,0
1608,2387-KDZQY,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,279.5,0
2369,9570-KYEUA,1,0,0,0,64,1,2,1,2,0,2,2,0,2,2,0,1,99.25,6549.45,0
1212,4291-SHSBH,1,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,2,69.55,521.35,0
285,6202-DYYFX,0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1783.6,0
3573,6506-EYCNH,0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,0
6978,6439-PKTRR,0,0,1,1,70,1,2,0,2,2,2,2,2,0,2,0,2,80.7,5617.95,0
1265,1004-NOZNR,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0
4935,4584-LBNMK,1,1,1,0,45,1,2,2,1,1,1,1,1,1,1,0,1,24.7,1174.35,0
4866,3688-FTHLT,0,0,0,0,16,1,2,0,0,0,0,0,0,2,0,1,0,63.05,1067.05,0
4481,8644-XYTSV,1,0,1,0,42,0,1,0,2,0,0,0,2,0,0,1,0,40.15,1626.05,0
557,1154-HYWWO,1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,70.6,2708.2,0
701,9450-TRJUU,1,0,0,0,35,1,2,1,0,0,0,0,2,0,0,0,2,83.15,2848.45,0
1805,7860-KSUGX,1,0,1,1,72,1,2,0,2,2,2,0,0,0,2,0,1,64.45,4720.0,0
1881,4524-QCSSM,1,0,0,0,26,0,1,0,2,2,0,0,0,2,0,1,0,44.65,1156.55,0
4141,8450-UYIBU,0,1,0,0,35,0,1,0,0,0,2,0,2,0,0,1,2,39.85,1434.6,0
6979,5351-QESIO,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,24.2,24.2,0
807,2798-NYLMZ,1,0,1,0,71,1,2,1,2,0,2,2,2,2,2,1,1,108.55,7616.0,0
4032,4098-NAUKP,1,1,1,1,68,1,2,1,0,2,2,0,0,0,0,1,2,84.65,5683.6,0
2272,8064-RAVOH,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,2,49.85,49.85,0
4319,6333-YDVLT,1,0,0,0,65,1,2,1,2,0,2,2,2,2,1,1,1,110.0,7138.65,0
5435,7432-FFVAR,0,0,1,1,46,1,0,1,0,0,2,2,0,2,1,0,0,90.95,4236.6,0
5466,0221-NAUXK,1,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,19.95,219.5,0
6243,3544-FBCAS,0,0,1,1,72,1,2,0,2,2,2,0,2,2,2,1,1,83.6,5959.3,0
3715,5288-AHOUP,1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,874.2,0
6582,9558-IHEZX,0,0,0,0,71,1,2,1,2,2,2,0,2,2,2,1,1,106.75,7283.25,0
4238,5016-LIPDW,1,0,1,1,57,1,0,2,1,1,1,1,1,1,1,0,3,19.4,1061.6,0
1240,2120-SMPEX,1,0,0,0,25,1,0,2,1,1,1,1,1,1,0,1,3,20.15,536.35,0
5202,8591-TKMZH,1,0,1,1,59,1,2,1,2,2,0,2,2,2,2,1,3,111.1,6555.2,0
1483,0743-HNPFG,0,0,1,1,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5,0
6104,7356-AYNJP,0,0,0,0,4,1,2,2,1,1,1,1,1,1,1,0,2,23.9,97.5,0
2623,3130-ICDUP,0,0,0,1,2,1,2,1,2,0,0,0,0,0,0,0,1,80.55,188.1,0
2640,4391-LNRXK,1,0,0,0,22,1,0,1,0,2,2,2,0,2,0,1,0,94.95,2142.8,0
2226,3298-QEICA,0,0,1,1,23,0,1,0,2,0,0,2,0,0,2,0,3,34.6,813.45,0
4035,1485-YDHMM,1,0,1,1,52,1,2,1,0,2,0,2,0,2,0,1,0,93.25,4631.7,0
5927,6080-LNESI,1,0,0,0,51,1,2,2,1,1,1,1,1,1,2,0,3,24.75,1234.6,0
382,8204-YJCLA,1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,4732.35,0
3082,3401-URHDA,1,0,0,0,51,1,2,0,2,0,0,2,0,0,1,0,1,59.9,3043.6,0
1079,0455-XFASS,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,1,2,69.55,200.2,0
6139,3039-MJSLN,1,0,0,1,3,1,0,2,1,1,1,1,1,1,0,0,0,20.2,50.6,0
6094,7493-GVFIO,1,0,0,0,57,1,0,2,1,1,1,1,1,1,2,0,1,20.55,1252.85,0
4797,3892-NXAZG,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,8289.2,0
4709,4007-NHVHI,0,1,0,0,56,1,2,1,2,2,0,0,0,2,0,1,2,96.85,5219.65,0
4497,0575-CUQOV,1,1,1,0,60,1,0,1,0,2,2,0,2,2,1,1,2,97.95,5867.0,0
2423,1133-KXCGE,0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,407.05,0
4007,1073-XXCZD,1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,0,0,25.7,1443.65,0
6067,1397-XKKWR,1,0,0,0,7,0,1,0,2,0,2,0,0,0,1,0,3,35.3,264.8,0
4327,0958-YHXGP,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,3,69.9,497.3,0
920,7471-WNSUF,1,0,1,0,60,1,2,2,1,1,1,1,1,1,1,0,0,24.15,1505.9,0
6541,1635-HDGFT,0,0,0,1,19,1,0,2,1,1,1,1,1,1,2,0,3,20.5,398.55,0
4881,2305-MRGLV,1,0,1,0,28,1,0,1,0,0,0,2,0,0,0,0,0,76.55,2065.4,0
3963,3274-NSDWE,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,19.6,1441.65,0
1233,1299-AURJA,0,0,1,1,70,1,2,2,1,1,1,1,1,1,2,0,0,24.7,1685.9,0
2349,9548-ZMVTX,1,0,1,1,72,1,2,1,0,2,2,2,0,0,2,0,0,90.45,6565.85,0
4916,3420-YJLQT,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,2,79.55,151.75,0
6461,0419-YAAPX,1,0,1,0,49,1,0,1,0,2,0,0,2,0,0,1,1,85.3,4297.95,0
2474,5630-IXDXV,0,0,0,0,47,1,2,1,0,2,2,0,2,2,0,1,2,106.35,4849.1,0
1438,5777-KJIRB,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0
2612,8198-RKSZG,0,0,1,1,14,1,2,0,0,2,0,2,2,2,0,0,1,80.45,1137.05,0
5195,1676-MQAOA,1,0,0,0,72,1,0,0,2,2,2,2,2,0,2,1,0,75.1,5336.35,0
4590,4884-TVUQF,0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3,5779.6,0
5848,9958-MEKUC,1,0,1,1,72,1,2,1,2,2,2,2,0,2,2,0,1,103.95,7517.7,0
4515,9274-UARKJ,0,0,0,0,15,1,0,1,0,2,0,0,2,0,0,1,0,83.2,1130.0,0
256,7017-VFHAY,0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0
2788,2790-XUYMV,1,0,0,1,71,1,2,1,2,2,0,0,0,0,1,1,1,85.45,6028.95,0
1811,2070-XYMFH,0,1,0,0,23,1,2,1,0,0,2,0,0,0,0,1,3,79.35,1835.3,0
6812,6563-VNPMN,0,1,0,0,45,1,0,1,2,2,0,2,0,0,0,1,0,85.7,3778.1,0
3113,0396-YCHWO,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,2,95.4,3474.2,0
2592,3750-RNQKR,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.45,246.25,0
6292,0327-WFZSY,1,0,1,1,39,1,2,1,0,0,2,0,2,2,1,0,2,100.0,3835.55,0
5118,7621-VPNET,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,1,85.9,3729.75,0
5019,3320-VEOYC,1,1,0,0,14,1,2,1,0,0,0,0,2,2,0,1,2,95.6,1273.3,0
1633,1478-VPOAD,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0
6671,5090-EMGTC,0,0,1,0,59,1,0,1,0,2,0,2,2,2,2,1,3,100.05,6034.85,0
3992,2987-BJXIK,0,0,0,0,70,1,2,0,2,2,2,0,2,2,2,0,3,84.7,5991.05,0
1709,3280-MRDOF,1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,0
6756,1754-GKYPY,1,1,1,0,22,1,0,1,0,0,0,0,2,2,0,1,0,89.75,1938.9,0
987,3717-OFRTN,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.75,19.75,0
1180,4835-YSJMR,1,0,0,0,39,1,0,0,0,0,0,2,0,0,2,1,0,49.8,1971.15,0
6699,3662-FXJFO,0,0,0,0,54,1,0,2,1,1,1,1,1,1,2,1,3,20.5,1035.7,0
5347,9788-HNGUT,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,1,116.95,8594.4,0
221,4443-EMBNA,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,0
4013,9667-TKTVZ,0,0,0,0,2,1,2,0,0,0,0,2,0,0,0,1,3,54.35,117.05,0
949,6169-PPETC,1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,20.5,759.35,0
1588,8152-UOBNY,0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,0
2317,6770-UAYGJ,0,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,25.25,1211.65,0
1023,7460-ITWWP,0,1,1,0,45,1,0,1,0,0,2,0,0,2,0,1,2,86.1,3861.45,0
5281,7399-QHBJS,0,0,1,1,72,1,2,0,2,2,0,2,0,0,2,0,1,66.75,4760.3,0
1968,5447-WZAFP,0,0,0,0,53,1,0,1,0,2,2,0,2,2,1,1,3,100.3,5200.8,0
2348,2683-JXWQQ,1,0,1,1,61,0,1,0,2,0,2,0,0,0,0,0,0,33.6,2117.2,0
2550,8129-GMVGI,0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,0,3,20.05,1090.1,0
2401,1089-HDMKP,1,1,0,1,11,1,0,0,0,2,0,2,0,0,0,1,2,54.55,601.25,0
713,5433-KYGHE,0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,3,86.0,1164.05,0
3255,4827-LTQRJ,0,1,1,1,66,1,2,1,2,2,0,2,2,2,1,1,1,110.6,7210.85,0
6833,9129-UXERG,0,1,0,0,18,1,2,1,0,2,0,2,2,2,0,1,1,103.6,1806.35,0
6975,1904-WAJAA,0,0,1,1,24,1,2,0,2,2,2,0,0,0,2,0,2,64.35,1558.65,0
963,4849-PYRLQ,0,1,0,0,56,1,2,0,2,0,2,2,0,2,2,0,0,73.25,4054.2,0
1368,6250-CGGUN,1,0,0,0,54,1,0,1,2,0,2,2,0,0,1,0,2,84.4,4484.05,0
2998,4770-UEZOX,1,0,0,0,2,1,0,1,0,2,0,0,0,0,0,1,2,74.75,144.8,0
603,2001-MCUUW,1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,4903.2,0
5500,7139-JZFVG,1,0,1,1,60,1,0,0,2,2,2,0,0,0,2,0,0,60.5,3694.45,0
3114,0867-LDTTC,1,0,0,0,5,1,0,0,0,0,2,2,2,2,0,0,0,75.15,392.65,0
5521,3863-QSTYI,1,0,0,0,59,1,0,0,0,0,2,2,2,0,0,1,2,64.65,3735.45,0
15,3655-SNQYZ,0,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,113.25,7895.15,0
4409,5227-JSCFE,1,1,1,0,71,0,1,0,2,2,2,2,0,0,2,0,1,46.35,3353.4,0
2024,8272-ONJLV,1,0,0,0,12,1,0,1,0,0,2,0,2,2,1,0,2,95.7,1184.0,0
2469,4716-MRVEN,0,0,0,0,29,1,0,2,1,1,1,1,1,1,1,0,3,20.0,599.3,0
86,4808-YNLEU,0,0,1,0,35,1,0,0,2,0,0,0,2,0,1,1,0,62.15,2215.45,0
2937,5312-IRCFR,0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,5980.75,0
5851,4118-CEVPF,0,1,0,0,35,1,2,1,2,2,2,2,2,2,1,1,0,110.8,3836.3,0
5124,7267-FRMJW,0,0,1,1,25,1,0,2,1,1,1,1,1,1,2,0,3,20.1,486.05,0
1506,8819-WFGGJ,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0
1789,2586-CWXVV,1,0,1,0,54,0,1,0,0,2,0,0,0,0,0,0,2,30.4,1621.35,0
2157,1784-EZDKJ,1,0,1,0,51,1,2,1,0,2,2,0,2,2,1,1,0,106.8,5498.8,0
678,5760-IFJOZ,1,0,0,0,3,1,2,1,0,2,2,0,2,2,0,0,3,107.95,313.6,0
3646,9738-QLWTP,1,0,0,0,39,1,0,1,0,0,2,2,0,0,1,0,2,81.9,3219.75,0
2249,5527-ACHSO,0,0,0,0,11,1,0,0,0,0,0,2,2,2,0,0,3,70.5,829.3,0
2411,6901-GOGZG,1,0,0,1,60,1,2,0,2,0,2,2,2,2,2,1,2,84.95,4984.85,0
3767,9351-HXDMR,1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,110.9,8240.85,0
3187,7682-AZNDK,1,0,1,1,34,1,0,1,0,2,2,0,2,0,0,1,2,89.85,3091.75,0
5298,5647-FXOTP,0,1,1,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,6401.25,0
5041,4092-OFQZS,1,0,1,0,20,1,0,2,1,1,1,1,1,1,1,0,3,20.65,417.5,0
6490,3985-HOYPM,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,3,19.4,525.55,0
3377,2696-RZVZW,1,0,1,0,68,1,2,2,1,1,1,1,1,1,2,0,1,25.05,1629.2,0
3471,1293-HHSHJ,0,0,0,0,35,1,0,2,1,1,1,1,1,1,1,0,3,21.1,741.0,0
4328,1101-SSWAG,0,0,1,0,15,1,2,0,0,0,0,0,0,0,0,1,2,51.1,711.15,0
640,9574-BOSMD,1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,0,25.4,1620.2,0
900,1051-GEJLJ,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,19.5,27.55,0
5221,5336-UFNZP,0,1,1,1,65,1,2,1,0,2,2,0,2,2,1,1,2,107.45,7047.5,0
5910,0856-NAOES,1,0,0,0,6,1,0,0,0,0,2,0,2,0,0,0,3,60.9,414.1,0
4472,9541-ZPSEA,1,0,1,1,68,1,0,1,2,0,2,0,0,0,2,0,1,80.35,5375.15,0
1252,7617-EYGLW,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,2,19.45,19.45,0
3751,2522-AHJXR,1,0,1,0,60,1,2,1,2,0,2,2,2,2,0,1,0,109.45,6572.85,0
577,8270-RKSAP,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,597.9,0
1311,3941-XTSKM,1,0,1,1,42,0,1,0,0,2,2,0,0,2,1,1,1,45.1,2049.05,0
993,9108-EQPNQ,0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,225.55,0
4608,0813-TAXXS,1,0,0,0,55,1,2,0,0,0,2,0,2,2,2,1,0,77.8,4323.35,0
2986,1303-SRDOK,0,0,1,1,55,1,0,1,0,0,0,0,0,0,2,1,1,69.05,3842.6,0
2757,0197-PNKNK,0,0,1,1,69,1,2,1,2,0,2,0,0,0,1,0,0,84.45,5848.6,0
3417,3272-VUHPV,0,0,1,1,8,1,0,0,0,2,0,2,0,0,0,0,0,56.3,401.5,0
62,0526-SXDJP,1,0,1,0,72,0,1,0,2,2,2,0,0,0,2,0,0,42.1,2962.0,0
5122,4353-HYOJD,0,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,3,49.85,1336.15,0
6912,2215-ZAFGX,1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.5,791.7,0
5132,3850-OKINF,1,0,1,1,71,1,2,0,2,0,0,0,2,0,1,1,2,66.2,4692.55,0
5469,6538-POCHL,1,0,0,0,33,1,0,1,0,2,2,0,0,0,0,1,1,79.0,2576.8,0
2845,9093-FPDLG,0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,999.9,0
4607,2853-CWQFQ,1,0,0,1,1,1,0,0,0,0,0,2,0,2,0,1,3,59.55,59.55,0
3414,4837-PZTIC,0,0,0,0,47,0,1,0,2,0,2,2,0,0,2,0,3,41.9,1875.25,0
3523,0378-CJKPV,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,112.1,7965.95,0
6942,3454-JFUBC,1,1,0,0,68,1,0,2,1,1,1,1,1,1,2,1,1,20.0,1396.0,0
6096,9605-WGJVW,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.2,70.2,0
5726,2888-ADFAO,0,0,1,1,47,1,0,2,1,1,1,1,1,1,2,1,0,21.3,1041.8,0
4127,8626-XHBIE,1,0,0,1,56,1,2,2,1,1,1,1,1,1,2,1,3,24.8,1424.2,0
6988,1684-FLBGS,0,0,1,1,23,1,2,0,0,2,0,2,2,0,0,1,1,69.5,1652.1,0
2551,2882-DDZPG,0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,0,19.45,227.45,0
6560,9801-NOSHQ,1,0,0,1,23,1,0,2,1,1,1,1,1,1,1,0,3,19.8,465.45,0
493,5756-OZRIO,1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,3902.6,0
5405,4097-YODCF,1,0,0,1,34,1,2,1,2,2,0,0,2,2,1,1,2,103.8,3470.8,0
6617,8822-KNBHV,0,0,0,0,48,1,2,0,2,2,2,0,2,2,1,1,1,83.45,3887.85,0
4366,0537-QYZZN,1,1,1,1,24,1,2,1,2,0,0,0,0,0,0,1,2,79.85,1857.75,0
6047,0708-LGSMF,1,0,1,0,13,1,2,0,2,0,0,0,0,2,0,1,2,65.85,902.25,0
4680,1986-PHGZF,1,1,0,0,18,1,2,0,2,2,0,0,0,0,0,1,1,58.4,964.9,0
4778,7608-RGIRO,1,0,0,1,62,1,2,2,1,1,1,1,1,1,2,1,3,24.4,1413.0,0
5534,7964-VEXDG,1,0,0,1,21,1,2,1,2,0,0,0,0,0,0,0,2,80.35,1747.2,0
3066,5652-MSDEY,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,777.3,0
6573,1094-BKOSX,0,0,1,1,45,0,1,0,0,2,2,2,0,2,1,0,0,51.0,2264.5,0
1352,7722-VJRQD,1,0,1,1,72,0,1,0,2,0,2,2,2,2,2,0,0,60.95,4549.05,0
5535,2404-JIBFC,0,0,1,1,55,1,2,0,2,0,2,2,2,2,2,1,0,85.1,4657.95,0
4105,5055-BRMNE,0,0,1,1,67,1,2,1,2,0,0,2,2,2,2,0,1,106.7,7009.5,0
4398,4915-BFSXL,1,0,1,1,70,1,2,0,2,0,2,0,2,0,2,0,1,68.95,4858.7,0
5235,4299-SIMNS,1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,784.45,0
4702,6008-NAIXK,1,1,0,0,54,0,1,0,0,2,2,0,2,2,1,1,2,55.45,2966.95,0
4710,7816-VGHTO,0,0,1,1,6,0,1,0,0,2,2,2,0,0,2,0,3,40.55,217.5,0
6525,2400-FEQME,1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,3,20.5,1177.95,0
2731,1110-KYLGQ,0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1,0
3535,3612-YUNGG,1,0,1,1,64,1,2,1,0,2,2,2,2,2,2,1,1,109.2,6741.15,0
958,4002-BQWPQ,1,0,0,0,25,1,2,0,2,2,2,2,0,2,0,0,0,81.75,2028.8,0
6103,8573-CGOCC,1,0,0,0,16,1,0,2,1,1,1,1,1,1,0,0,1,19.75,294.9,0
2624,0820-FNRNX,1,0,1,1,17,1,2,0,0,2,2,2,0,0,0,1,3,66.7,1077.05,0
5928,1830-IPXVJ,0,0,1,1,61,1,0,2,1,1,1,1,1,1,2,0,1,19.75,1311.6,0
749,8405-IGQFX,0,0,0,0,63,1,0,1,0,0,2,2,2,0,1,1,1,90.05,5817.0,0
4894,0533-UCAAU,1,1,1,0,57,1,2,0,0,2,2,0,2,0,1,1,1,71.1,4140.1,0
6148,8990-YOZLV,0,0,0,0,69,1,2,0,2,2,0,2,0,0,2,1,3,66.9,4577.9,0
2089,3933-DQPWX,0,0,0,0,50,0,1,0,0,2,2,2,0,0,2,0,1,39.7,1932.75,0
1112,2176-LVPNX,0,1,0,0,71,1,2,0,2,2,2,2,2,2,2,0,3,89.85,6293.45,0
1246,9408-HRXRK,0,0,1,1,45,1,2,1,2,2,0,0,2,2,0,1,2,105.15,4730.9,0
2751,7909-FIOIY,0,0,1,1,19,0,1,0,0,0,0,0,0,0,0,1,3,24.85,434.8,0
3719,6823-SIDFQ,1,0,0,0,28,1,0,2,1,1,1,1,1,1,1,0,1,18.25,534.7,0
5909,5343-SGUBI,0,0,0,0,52,1,2,1,0,2,0,0,0,0,1,1,3,80.2,4297.6,0
